ORDERID;NATURE;OPERATIONTYPE;AMOUNT;CURRENCY;"BILLINGFEES INCL. VAT";DATE;CHARGEBACKDATE;"TRANSFER REFERENCE";EXTRADATA;3DSECUREFEE
1678120~1;payment;payment;37.00;EUR;0.17;"2023-02-12 20:02:00";;20230213.150.20134253043109506;;0.00260
1678126~1;payment;payment;76.49;EUR;0.36;"2023-02-12 20:02:45";;20230213.150.20134253043109506;;0.00260
1677443~1;payment;payment;110.59;EUR;0.95;"2023-02-12 20:04:33";;20230213.150.20134253043109506;;0.04000
1678128~1;payment;payment;170.99;EUR;0.80;"2023-02-12 20:09:15";;20230213.150.20134253043109506;;0.00260
1678129~1;payment;payment;171.68;EUR;0.80;"2023-02-12 20:12:00";;20230213.150.20134253043109506;;0.00260
1678130~1;payment;payment;51.40;EUR;0.24;"2023-02-12 20:14:43";;20230213.150.20134253043109506;;0.00260
1678135~1;payment;payment;10.43;EUR;0.05;"2023-02-12 20:27:37";;20230213.150.20134253043109506;;0.00260
1678139~1;payment;payment;43.80;EUR;0.20;"2023-02-12 20:28:04";;20230213.150.20134253043109506;;0.00260
1678138~1;payment;payment;25.98;EUR;0.12;"2023-02-12 20:28:50";;20230213.150.20134253043109506;;0.00260
1678142~1;payment;payment;104.29;EUR;0.49;"2023-02-12 20:29:39";;20230213.150.20134253043109506;;0.00260
1678143~1;payment;payment;79.80;EUR;0.37;"2023-02-12 20:32:42";;20230213.150.20134253043109506;;0.00260
1678145~1;payment;payment;17.19;EUR;0.08;"2023-02-12 20:39:30";;20230213.150.20134253043109506;;0.00260
1678146~1;payment;payment;100.49;EUR;0.47;"2023-02-12 20:41:01";;20230213.150.20134253043109506;;0.00260
1678155~1;payment;payment;40.71;EUR;0.19;"2023-02-12 20:57:19";;20230213.150.20134253043109506;;0.00260
1678158~1;payment;payment;165.78;EUR;0.78;"2023-02-12 20:58:56";;20230213.150.20134253043109506;;0.00260
1678159~1;payment;payment;115.57;EUR;0.54;"2023-02-12 21:03:42";;20230213.150.20134253043109506;;0.00260
1678161~1;payment;payment;172.02;EUR;0.80;"2023-02-12 21:06:24";;20230213.150.20134253043109506;;0.00260
1678163~1;payment;payment;107.98;EUR;0.50;"2023-02-12 21:08:46";;20230213.150.20134253043109506;;0.00260
1678166~1;payment;payment;69.90;EUR;0.32;"2023-02-12 21:15:43";;20230213.150.20134253043109506;;0.00260
1678169~1;payment;payment;14.29;EUR;0.07;"2023-02-12 21:18:46";;20230213.150.20134253043109506;;0.00260
1678176~1;payment;payment;35.89;EUR;0.17;"2023-02-12 21:30:13";;20230213.150.20134253043109506;;0.00260
1678178~1;payment;payment;13.50;EUR;0.06;"2023-02-12 21:33:27";;20230213.150.20134253043109506;;0.00260
1678049~1;payment;payment;139.82;EUR;0.66;"2023-02-12 21:41:26";;20230213.150.20134253043109506;;0.00260
1678180~1;payment;payment;187.07;EUR;1.58;"2023-02-12 21:42:51";;20230213.150.20134253043109506;;0.02000
1678182~1;payment;payment;71.28;EUR;0.34;"2023-02-12 21:44:03";;20230213.150.20134253043109506;;0.00260
1678184~1;payment;payment;82.57;EUR;0.38;"2023-02-12 21:47:49";;20230213.150.20134253043109506;;0.00260
1678186~1;payment;payment;72.59;EUR;0.34;"2023-02-12 21:55:38";;20230213.150.20134253043109506;;0.00260
1678188~1;payment;payment;27.49;EUR;0.13;"2023-02-12 21:56:37";;20230213.150.20134253043109506;;0.00260
1678189~1;payment;payment;383.37;EUR;3.22;"2023-02-12 21:59:33";;20230213.150.20134253043109506;;0.04000
1678185~1;payment;payment;58.98;EUR;0.28;"2023-02-12 22:01:27";;20230213.150.20134253043109506;;0.00260
1678191~1;payment;payment;40.50;EUR;0.19;"2023-02-12 22:04:17";;20230213.150.20134253043109506;;0.00260
1678193~1;payment;payment;62.99;EUR;0.55;"2023-02-12 22:08:42";;20230213.150.20134253043109506;;0.02000
1678195~1;payment;payment;169.09;EUR;0.79;"2023-02-12 22:09:17";;20230213.150.20134253043109506;;0.00260
1678194~1;payment;payment;162.47;EUR;0.76;"2023-02-12 22:16:04";;20230213.150.20134253043109506;;0.00260
1678197~1;payment;payment;81.00;EUR;0.71;"2023-02-12 22:16:20";;20230213.150.20134253043109506;;0.04000
1678200~1;payment;payment;144.46;EUR;0.00;"2023-02-12 22:20:01";;;;0.02000
1678200~1;payment;payment;144.46;EUR;1.24;"2023-02-12 22:20:02";;20230213.150.20134253043109506;;0.02000
1678201~1;payment;payment;25.79;EUR;0.12;"2023-02-12 22:24:12";;20230213.150.20134253043109506;;0.00260
1678205~1;payment;payment;40.00;EUR;0.19;"2023-02-12 22:27:37";;20230213.150.20134253043109506;;0.00260
1678206~1;payment;payment;301.18;EUR;1.40;"2023-02-12 22:27:57";;20230213.150.20134253043109506;;0.00260
1678203~1;payment;payment;135.89;EUR;0.64;"2023-02-12 22:28:39";;20230213.150.20134253043109506;;0.00260
1678207~1;payment;payment;33.00;EUR;0.16;"2023-02-12 22:29:10";;20230213.150.20134253043109506;;0.00260
1663331~1;refund;refund;115.10;EUR;0.00;"2023-02-12 22:30:11";;20230213.150.20134253043109506;630080;0
1664279~1;refund;refund;116.00;EUR;0.00;"2023-02-12 22:30:13";;20230213.150.20134253043109506;630604;0
1661145~1;refund;refund;1.02;EUR;0.00;"2023-02-12 22:30:14";;20230213.150.20134253043109506;628629;0
1661145~1;refund;refund;39.00;EUR;0.00;"2023-02-12 22:30:15";;20230213.150.20134253043109506;628628;0
1667433~1;refund;refund;1.15;EUR;0.00;"2023-02-12 22:30:17";;20230213.150.20134253043109506;630857;0
1667433~1;refund;refund;47.80;EUR;0.00;"2023-02-12 22:30:18";;20230213.150.20134253043109506;630856;0
1672538~1;refund;refund;6.49;EUR;0.00;"2023-02-12 22:30:31";;20230213.150.20134253043109506;630863;0
1672538~1;refund;refund;45.00;EUR;0.00;"2023-02-12 22:30:33";;20230213.150.20134253043109506;630862;0
1660728~1;refund;refund;7.95;EUR;0.00;"2023-02-12 22:30:43";;20230213.150.20134253043109506;631401;0
1660728~1;refund;refund;76.34;EUR;0.00;"2023-02-12 22:30:44";;20230213.150.20134253043109506;629637;0
1660045~1;refund;refund;81.47;EUR;0.00;"2023-02-12 22:30:46";;20230213.150.20134253043109506;630872;0
1659552~1;refund;refund;2.99;EUR;0.00;"2023-02-12 22:30:54";;20230213.150.20134253043109506;630192;0
1659552~1;refund;refund;146.19;EUR;0.00;"2023-02-12 22:30:55";;20230213.150.20134253043109506;630191;0
1664596~1;refund;refund;5.99;EUR;0.00;"2023-02-12 22:30:58";;20230213.150.20134253043109506;630184;0
1664596~1;refund;refund;42.00;EUR;0.00;"2023-02-12 22:30:59";;20230213.150.20134253043109506;630183;0
1660349~1;refund;refund;64.90;EUR;0.00;"2023-02-12 22:31:01";;20230213.150.20134253043109506;631003;0
1666543~1;refund;refund;44.50;EUR;0.00;"2023-02-12 22:31:02";;20230213.150.20134253043109506;630806;0
1666532~1;refund;refund;19.80;EUR;0.00;"2023-02-12 22:31:04";;20230213.150.20134253043109506;628447;0
1666847~1;refund;refund;54.77;EUR;0.00;"2023-02-12 22:31:05";;20230213.150.20134253043109506;630868;0
1666532~1;refund;refund;377.11;EUR;0.00;"2023-02-12 22:31:06";;20230213.150.20134253043109506;630867;0
1652130~1;refund;refund;46.60;EUR;0.00;"2023-02-12 22:31:22";;20230213.150.20134253043109506;627135;0
1669125~1;refund;refund;5.99;EUR;0.00;"2023-02-12 22:31:30";;20230213.150.20134253043109506;631044;0
1669125~1;refund;refund;63.00;EUR;0.00;"2023-02-12 22:31:32";;20230213.150.20134253043109506;631043;0
1661343~1;refund;refund;89.70;EUR;0.00;"2023-02-12 22:31:33";;20230213.150.20134253043109506;630578;0
1670526~1;refund;refund;2.99;EUR;0.00;"2023-02-12 22:31:35";;20230213.150.20134253043109506;630908;0
1670526~1;refund;refund;123.49;EUR;0.00;"2023-02-12 22:31:36";;20230213.150.20134253043109506;630907;0
1661861~1;refund;refund;57.80;EUR;0.00;"2023-02-12 22:31:41";;20230213.150.20134253043109506;630953;0
1665041~1;refund;refund;13.88;EUR;0.00;"2023-02-12 22:31:42";;20230213.150.20134253043109506;631069;0
1665041~1;refund;refund;83.30;EUR;0.00;"2023-02-12 22:31:44";;20230213.150.20134253043109506;631068;0
1665676~1;refund;refund;0.37;EUR;0.00;"2023-02-12 22:31:45";;20230213.150.20134253043109506;630776;0
1665676~1;refund;refund;1.13;EUR;0.00;"2023-02-12 22:31:46";;20230213.150.20134253043109506;631018;0
1665676~1;refund;refund;23.80;EUR;0.00;"2023-02-12 22:31:48";;20230213.150.20134253043109506;630775;0
1665676~1;refund;refund;73.40;EUR;0.00;"2023-02-12 22:31:49";;20230213.150.20134253043109506;631017;0
1663115~1;refund;refund;64.40;EUR;0.00;"2023-02-12 22:31:51";;20230213.150.20134253043109506;630909;0
1665823~1;refund;refund;127.98;EUR;0.00;"2023-02-12 22:31:52";;20230213.150.20134253043109506;630910;0
1666167~1;refund;refund;60.00;EUR;0.00;"2023-02-12 22:31:54";;20230213.150.20134253043109506;630933;0
1663350~1;refund;refund;37.75;EUR;0.00;"2023-02-12 22:32:00";;20230213.150.20134253043109506;631095;0
1663381~1;refund;refund;41.35;EUR;0.00;"2023-02-12 22:32:01";;20230213.150.20134253043109506;631114;0
1667629~1;refund;refund;49.45;EUR;0.00;"2023-02-12 22:32:06";;20230213.150.20134253043109506;630937;0
1664992~1;refund;refund;13.93;EUR;0.00;"2023-02-12 22:32:08";;20230213.150.20134253043109506;631116;0
1667909~1;refund;refund;4.50;EUR;0.00;"2023-02-12 22:32:19";;20230213.150.20134253043109506;631119;0
1667909~1;refund;refund;39.60;EUR;0.00;"2023-02-12 22:32:20";;20230213.150.20134253043109506;631118;0
1662806~1;refund;refund;29.48;EUR;0.00;"2023-02-12 22:32:22";;20230213.150.20134253043109506;631120;0
1656510~1;refund;refund;30.70;EUR;0.00;"2023-02-12 22:32:51";;20230213.150.20134253043109506;628904;0
1657219~1;refund;refund;63.20;EUR;0.00;"2023-02-12 22:32:57";;20230213.150.20134253043109506;630817;0
1654667~1;refund;refund;55.00;EUR;0.00;"2023-02-12 22:32:59";;20230213.150.20134253043109506;629056;0
1664022~1;refund;refund;18.60;EUR;0.00;"2023-02-12 22:33:00";;20230213.150.20134253043109506;631113;0
1659800~1;refund;refund;2.19;EUR;0.00;"2023-02-12 22:33:02";;20230213.150.20134253043109506;631083;0
1659800~1;refund;refund;19.50;EUR;0.00;"2023-02-12 22:33:03";;20230213.150.20134253043109506;631082;0
1662678~1;refund;refund;88.83;EUR;0.00;"2023-02-12 22:33:04";;20230213.150.20134253043109506;631084;0
1663663~1;refund;refund;94.14;EUR;0.00;"2023-02-12 22:33:15";;20230213.150.20134253043109506;630294;0
1657184~1;refund;refund;134.32;EUR;0.00;"2023-02-12 22:33:16";;20230213.150.20134253043109506;631016;0
1667301~1;refund;refund;1.50;EUR;0.00;"2023-02-12 22:33:21";;20230213.150.20134253043109506;630347;0
1667301~1;refund;refund;55.00;EUR;0.00;"2023-02-12 22:33:22";;20230213.150.20134253043109506;630346;0
1668922~1;refund;refund;2.38;EUR;0.00;"2023-02-12 22:33:24";;20230213.150.20134253043109506;630921;0
1668922~1;refund;refund;74.37;EUR;0.00;"2023-02-12 22:33:25";;20230213.150.20134253043109506;630920;0
1661018~1;refund;refund;8.00;EUR;0.00;"2023-02-12 22:33:26";;20230213.150.20134253043109506;626518;0
1661018~1;refund;refund;219.90;EUR;0.00;"2023-02-12 22:33:28";;20230213.150.20134253043109506;629752;0
1664844~1;refund;refund;41.80;EUR;0.00;"2023-02-12 22:33:31";;20230213.150.20134253043109506;630984;0
1666513~1;refund;refund;38.20;EUR;0.00;"2023-02-12 22:33:33";;20230213.150.20134253043109506;630764;0
1661210~1;refund;refund;14.01;EUR;0.00;"2023-02-12 22:33:34";;20230213.150.20134253043109506;629305;0
1668897~1;refund;refund;5.99;EUR;0.00;"2023-02-12 22:33:36";;20230213.150.20134253043109506;630689;0
1668897~1;refund;refund;44.50;EUR;0.00;"2023-02-12 22:33:37";;20230213.150.20134253043109506;630688;0
1678212~1;payment;payment;36.90;EUR;0.17;"2023-02-12 22:49:01";;20230213.150.20134253043109506;;0.00260
1678213~1;payment;payment;75.49;EUR;0.66;"2023-02-12 22:49:15";;20230213.150.20134253043109506;;0.02000
1678215~1;payment;payment;104.64;EUR;0.49;"2023-02-12 22:59:26";;20230213.150.20134253043109506;;0.00260
1678217~1;payment;payment;40.38;EUR;0.19;"2023-02-12 23:02:02";;20230213.150.20134253043109506;;0.00260
1678220~1;payment;payment;85.80;EUR;0.40;"2023-02-12 23:07:08";;20230213.150.20134253043109506;;0.00260
1678219~1;payment;payment;199.98;EUR;0.94;"2023-02-12 23:08:30";;20230213.150.20134253043109506;;0.00260
1678222~1;payment;payment;63.99;EUR;0.30;"2023-02-12 23:08:49";;20230213.150.20134253043109506;;0.00260
1678223~1;payment;payment;156.48;EUR;1.33;"2023-02-12 23:16:41";;20230213.150.20134253043109506;;0.02000
1678224~1;payment;payment;60.49;EUR;0.00;"2023-02-12 23:23:34";;;;0.02000
1678224~1;payment;payment;60.49;EUR;0.00;"2023-02-12 23:23:36";;;;0.02000
1678224~1;payment;payment;60.49;EUR;0.54;"2023-02-12 23:23:38";;20230213.150.20134253043109506;;0.02000
1678228~1;payment;payment;24.99;EUR;0.24;"2023-02-12 23:39:41";;20230213.150.20134253043109506;;0.02000
1678232~1;payment;payment;112.09;EUR;0.53;"2023-02-12 23:48:07";;20230213.150.20134253043109506;;0.00260
1678231~1;payment;payment;903.19;EUR;4.22;"2023-02-12 23:49:33";;20230213.150.20134253043109506;;0.00260
1678236~1;payment;payment;95.53;EUR;0.83;"2023-02-12 23:53:19";;20230213.150.20134253043109506;;0.02000
1678239~1;payment;payment;13.79;EUR;0.06;"2023-02-12 23:59:17";;20230213.150.20134253043109506;;0.00260
